,"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Land under cereal production (hectares),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
2764,3.462630203,,18.23662064,17565.513,,,,214.965,,231.3672,,,39.52996195,1255945200.0,8.430431803,5.1910299,0.112935318,500000.0,2391.0,270000.0,1250.1,95.93,43.4367756,44.75437983,42.2339764,,11.9564,90.39,81.28384551,78292.6,96320.0,215979.0,95.87,2.180232558,,,,2258594.0,51.015,1.397440619,,111370.0
2765,4.128696067,,18.54623443,17863.733,,,,246.5575,,262.2102,,,36.49908298,1177333400.0,8.430431803,5.1910299,0.110634204,500000.0,2391.0,266000.0,1172.0,90.47,42.81044782,44.30611517,41.44116413,,12.0842,92.45,80.96968439,77990.0,96320.0,226968.0,99.01,2.180232558,,,,2286951.0,50.603,1.247699357,,111370.0
2766,5.169851539,,18.85852575,18164.532,,,,307.7275,,320.9758,,,34.40375446,1110235200.0,8.430431803,5.1910299,0.108405103,500000.0,2391.0,296000.0,1129.1,97.33,42.05565261,43.73536736,40.50861165,,12.166,96.64,80.65552326,77687.4,96320.0,262154.0,100.43,2.07641196,95557.59073,0.974381007,937.4533998,2314467.0,50.18,1.195993409,2.210621789,111370.0
2767,4.062139512,,19.17029381,18464.827,,,,245.1275,,243.2276,,,35.91871351,1220668600.0,8.430431803,5.1910299,0.106245154,500000.0,2391.0,335180.0,1073.2,112.21,41.64565748,43.71058592,39.73186843,,16.058,110.91,80.34136213,77384.8,96320.0,312314.0,100.56,2.07641196,,,,2341095.0,49.746,1.143934519,,111370.0
2768,7.439131746,,19.48389016,18766.883,,,,227.2625,,240.6946,,,35.94261592,1218707500.0,8.430431803,5.1910299,0.10423983,500000.0,2391.0,247495.0,1059.5,94.53,40.6168809,42.98820274,38.41515846,,20.846,92.63,80.027201,77082.2,96320.0,233590.0,99.79,2.07641196,,,,2364883.0,49.303,1.010978063,,111370.0
2769,7.681513691,,19.79758929,19069.038,,,,225.2325,,240.2178,,,35.49669991,1214965000.0,8.430431803,5.1910299,0.102262224,500000.0,2391.0,257995.0,1083.6,99.78,40.09375803,42.79990387,37.57532205,,19.992,94.53,79.71303987,76779.6,96320.0,238090.0,99.16,2.07641196,,,,2388419.0,48.849,0.990309151,,111370.0
2770,8.272087473,,19.96511628,19230.4,,,,261.8475,,282.653,,,36.43715132,1209566400.0,8.430431803,5.1910299,0.100295088,500000.0,2391.0,276400.0,1128.2,106.06,40.14739153,42.85465683,37.62133222,,21.742,97.46,79.39887874,76477.0,96320.0,245000.0,101.47,2.07641196,,,,2412132.0,48.385,0.987936296,,111370.0
2771,8.140333785,,19.96511628,19230.4,,,,235.97,,259.8858,,,41.05196658,1247972600.0,8.430431803,5.1910299,0.098278476,500000.0,2391.0,279000.0,1148.1,108.58,40.24925966,42.93842545,37.7227946,,24.22,100.6,79.08471761,76174.4,96320.0,243000.0,101.59,2.07641196,,,,2437512.0,47.911,1.046684322,,111370.0
2772,8.055546885,,19.96511628,19230.4,,,,,,,,,36.96209746,1297000000.0,,5.1910299,0.096275746,500000.0,,255600.0,1051.9,111.76,39.93146823,42.70225103,37.32736889,,5.56922,100.2,78.77055648,75871.8,96320.0,243000.0,103.2,2.07641196,,,,2463081.0,47.427,1.043515837,,111370.0
2773,,,,,,,,,,,,,36.20304637,1448500890.0,,,,,,288000.0,1120.6,115.6,39.27988945,41.65109658,37.08056836,,,102.67,,,,257000.0,104.05,,,,,2488813.0,46.935,1.039288467,,
2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,,,8.780704048,154500.0,39450.0,217.3553719,1.54356607,1069.1625,70.66666667,1059.3006,,,,,83.56590566,1.031519602,0.358837627,1815000.0,56.0,212700.0,652.1,92.52,14.47157673,9.570674175,16.38766423,22.3595099,47.6584022,95.45,0.123327688,2170.0,1759540.0,326200.0,101.02,0.19039067,,,,1199555.0,23.716,1.151782288,,1759540.0
2776,99.15300924,,8.780704048,154500.0,39733.0,218.9146006,1.340250757,928.415,65.69343066,901.9268,,,,,82.84789644,1.031519602,0.352099698,1815000.0,56.0,221780.0,637.7,84.5,14.18869685,9.488397861,16.07297492,13.51019406,30.3030303,87.76,0.123327688,2170.0,1759540.0,347794.0,94.48,0.19039067,1619466.42,0.465834072,7555.718858,1217201.0,23.613,1.460330591,0.986366176,1759540.0
2777,87.34817718,,8.780704048,154500.0,,,1.363762872,978.52,64.44444444,865.8688,,,,,82.84789644,1.031519602,0.344016091,1815000.0,56.0,217800.0,619.4,81.02,14.06749569,9.417166794,15.99134753,20.04381161,40.33057851,85.97,0.123327688,2170.0,1759540.0,351639.0,96.31,0.19039067,,,,1239735.0,23.498,1.83436865,,1759540.0
2778,79.81738497,,8.780704048,154500.0,,,1.358988159,1011.3375,65.06849315,948.2956,,,5.185299093,1062047244.0,82.84789644,1.031519602,0.335779933,1815000.0,56.0,217100.0,632.3,88.67,14.18840503,9.590665273,16.14989797,16.76973819,35.99719008,92.14,0.123327688,2170.0,1759540.0,343366.0,99.14,0.19039067,,,,1263279.0,23.371,1.881307449,,1759540.0
2779,72.20121703,,8.780704048,154500.0,,,1.431918771,1095.655,65.10067114,966.8312,,0.763695311,4.09220702,1074843750.0,82.84789644,1.031519602,0.327461223,1815000.0,56.0,216700.0,620.0,90.99,13.70422768,9.283484332,15.6486975,8.401134265,19.54710193,93.77,0.123327688,2170.0,1759540.0,349496.0,99.34,0.19039067,,,,1287666.0,23.232,1.91205557,,1759540.0
2780,64.54229254,,8.743762574,153850.0,,,1.49987396,1195.075,66.04938272,1070.4458,,0.565126438,3.342622913,1107153846.0,82.84789644,0.994578128,0.307688899,1750000.0,56.0,218465.0,620.0,86.18,13.35907515,9.094028534,15.28924623,13.14076582,28.82708571,91.08,0.123327688,2170.0,1759540.0,352353.0,101.48,0.19039067,,,,1312746.0,23.081,1.928984921,,1759540.0
2781,56.86393864,,8.743762574,153850.0,,,1.551808407,1265.835,66.66666667,1140.744,,,2.51001098,1188106107.0,82.84789644,0.994578128,0.299760911,1750000.0,56.0,233600.0,622.8,87.63,12.85284661,8.771106847,14.75021547,13.65934132,29.98030286,94.03,0.123327688,2170.0,1759540.0,375080.0,107.27,0.19039067,,,,1338066.0,22.92,1.910416135,,1759540.0
2782,49.15780893,,8.743762574,153850.0,,,1.684644286,1390.635,68.15642458,1215.3632,,,1.517644838,912017264.5,82.9048752,0.994578128,0.292967001,1750000.0,56.0,213470.0,622.6,87.38,12.4868564,8.514716481,14.36080759,16.17544653,31.46355429,94.92,0.123327688,2170.0,1759540.0,342860.0,109.98,0.19039067,,,,1358762.0,22.747,1.534870322,,1759540.0
2783,41.40189957,,8.743762574,153850.0,,,1.756285336,1460.63,68.44919786,1279.165,0.002368712,0.234266412,1.541416623,1048671748.0,82.95881235,0.994578128,0.287018074,1750000.0,56.0,213770.0,623.0,89.79,11.94051181,8.09487717,13.764764,14.90660604,30.44354857,99.14,0.123327688,2170.0,1759540.0,343131.0,117.62,0.19039067,,,,1375706.0,22.563,1.239306283,,1759540.0
2784,33.56281348,,8.743762574,153850.0,,,1.744741874,1463.245,67.72486772,1283.1582,0.014430551,0.539161381,1.383652541,1199775351.0,83.00994511,0.994578128,0.280972389,1750000.0,56.0,213200.0,621.7,90.24,11.86533397,7.972507325,13.71699683,18.59361863,29.42041714,98.19,0.123327688,2170.0,1759540.0,342925.0,114.03,0.19039067,,,,1393162.0,22.368,1.260892991,,1759540.0
2785,25.61262185,,8.743762574,153850.0,,,,1516.11,,1320.6168,0.003195438,0.629277843,2.158067631,1312289383.0,83.05848665,0.994578128,0.27514897,1750000.0,56.0,215350.0,634.1,91.22,11.58546714,7.684254267,13.44569459,20.88566643,33.48867429,101.65,0.123327688,2170.0,1759540.0,339590.0,122.32,0.19039067,,,,1409609.0,22.163,1.173637717,,1759540.0
2786,17.51993905,,8.724439342,153510.0,,,,1575.13,,1365.1678,0.001250419,0.822895006,1.799530011,1356500131.0,83.10462908,0.975254896,0.264325812,1716000.0,56.0,243539.07,669.9,94.93,11.307212,7.46900928,13.14367228,15.94262651,38.55588578,106.05,0.123327688,2170.0,1759540.0,363548.0,127.86,0.19039067,,,,1424862.0,21.948,1.076260596,,1759540.0
2787,9.251618843,,8.724439342,153510.0,,,,1581.9125,,1374.227,,,3.057668337,1472855717.0,83.14854596,0.975254896,0.277305009,1716000.0,56.0,275210.0,664.5,97.59,9.91938831,6.541750087,11.53410246,107.9179333,47.1669289,107.44,0.123327688,2170.0,1759540.0,414184.0,126.61,0.19039067,,,,1344248.0,21.723,-5.824021804,,1759540.0
2788,0.772805577,,8.726712664,153550.0,,,,1583.5225,,1380.9916,,,1.815593652,1680167880.0,83.19039451,0.977528218,0.293021822,1720000.0,56.0,308472.65,681.4,100.26,10.58517337,6.855199751,12.37242316,412.575,47.97383721,109.35,0.123327688,2170.0,1759540.0,452726.0,126.82,0.19039067,,,,1261318.0,21.488,-6.367754289,,1759540.0
2789,,,8.726712664,153550.0,,,,1597.735,,1383.0478,,,2.415485153,1820095059.0,83.19039451,0.977528218,0.287374518,1720000.0,56.0,305900.0,663.8,99.73,10.59541651,6.79302092,12.41940857,28.437379,36.20805814,108.66,0.123327688,2170.0,1759540.0,460852.0,125.99,0.19039067,,,,1271500.0,21.244,0.804009988,,1759540.0
2790,,,8.723871012,153500.0,,,,1587.175,,1285.8998,,,3.516678607,2017601249.0,83.19039451,0.977528218,0.282070608,1720000.0,56.0,304363.03,666.8,100.06,10.47978526,6.649789679,12.32332405,39.14332671,22.91705233,100.24,0.123327688,2170.0,1759540.0,456480.0,100.56,0.187549018,,,,1279982.0,20.991,0.664870945,,1759540.0
2791,,,8.723871012,153500.0,,,,1577.455,,1254.58,,,4.386297335,2136894679.0,83.19039451,0.977528218,0.277767236,1720000.0,56.0,254599.99,665.3,98.5,10.0197914,6.29264106,11.81862905,15.88537419,15.67295349,100.66,0.123327688,2170.0,1759540.0,382691.0,104.98,0.187549018,1619018.279,0.465232174,7545.956207,1283650.0,20.73,0.286156711,1.038368192,1759540.0
2792,,,8.723871012,153500.0,,,,1580.7975,,1272.8176,0.073294109,0.649711328,4.611779896,2301835512.0,83.19039451,0.977528218,0.273789611,1720000.0,56.0,299287.67,669.9,101.44,9.997422956,6.203758188,11.84225516,23.97703209,15.6408314,99.1,0.123327688,2170.0,1759540.0,446754.0,94.46,0.187549018,,,,1285337.0,20.46,0.131335833,,1759540.0
2793,,,8.723871012,153500.0,,,,1614.485,,1352.0856,0.073294109,0.520656064,3.874776455,2602201125.0,83.19039451,0.977528218,0.269665979,1720000.0,56.0,209512.43,676.0,99.31,9.628856234,5.95454131,11.4288367,37.74964617,26.05164535,98.12,0.123327688,2170.0,1759540.0,309919.0,95.9,0.187549018,,,,1287324.0,20.183,0.154470441,,1759540.0
2794,,,8.723871012,153500.0,,,,1629.47,,1301.9918,0.048279661,0.341812613,3.66012922,2806808469.0,83.19039451,0.977528218,0.265522532,1720000.0,56.0,279550.0,680.5,99.17,9.485808885,5.811236588,11.29519324,23.33467769,16.41567442,102.34,0.123327688,2170.0,1759540.0,410781.0,108.68,0.187549018,,,,1288951.0,19.898,0.126306409,,1759540.0
2795,,,8.723871012,153500.0,,,,1615.4025,,1291.383,0.028183595,0.439640366,4.088789752,2831656341.0,83.19039451,0.977528218,0.261832388,1720000.0,56.0,219613.0,668.8,96.44,9.494313646,5.751644214,11.34605141,112.8592029,18.10996512,101.18,0.123327688,2170.0,1759540.0,328368.0,110.85,0.187549018,,,,1288001.0,19.607,-0.073730519,,1759540.0
2796,,,8.723871012,153500.0,,,,1632.025,,1303.9884,,,3.593861633,1682222255.0,83.19039451,0.977528218,0.258493386,1720000.0,56.0,209411.0,668.7,99.85,9.626270672,5.78628368,11.52285094,211.9400667,18.48314535,104.88,0.123327688,2170.0,1759540.0,313169.0,114.91,0.187549018,,,,1284810.0,19.309,-0.248055659,,1759540.0
2797,,,8.723871012,153500.0,,,,,,,,,1.699372796,676323589.8,,0.977528218,0.255371828,1720000.0,,209777.18,669.4,98.85,9.5007742,5.766486254,11.36503029,168.8334667,14.72384884,105.3,0.123327688,2170.0,1759540.0,313368.0,118.22,0.187549018,,,,1280107.0,19.006,-0.36671793,,1759540.0
2798,,,,,,,,,,,,,1.597219234,730765111.3,,,,,,209956.99,669.9,98.35,9.210169652,5.425017444,11.07846444,,,105.75,,,,313402.0,120.54,,,,,1273772.0,18.698,-0.496109095,,
2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,100.0,,43.75,70.0,,,50.0,0.0,0.0,0.0,,,,,,25.0,0.122642956,4000.0,,,,,,,,,,,41.75,66.8,160.0,,,,,,,27588.0,84.586,1.651963596,,160.0
2801,100.0,,43.75,70.0,,,50.0,0.0,0.0,0.0,,,,,,25.0,0.121116696,4000.0,,,,,,,,,,,41.875,67.0,160.0,,,,122.9942199,0.0,0.0,28029.0,84.87,1.585879291,0.0,160.0
2802,100.0,,43.125,69.0,,,50.0,0.0,0.0,0.0,,,,,,24.375,0.116850431,3900.0,,,,,,,,,,,41.874375,66.999,160.0,,,,,,,28382.0,85.038,1.251545293,,160.0
2803,100.0,,42.3125,67.7,,,50.0,0.0,0.0,0.0,,,,,,21.0625,0.100020776,3370.0,,,,,,,,,,,41.87375,66.998,160.0,,,,,,,28671.0,85.094,1.013101754,,160.0
2804,100.0,,41.5,66.4,,,50.0,0.0,0.0,0.0,,,,,,20.25,0.095294118,3240.0,,,,,,,,,,,41.87375,66.998,160.0,,,,,,,28951.0,85.15,0.971858678,,160.0
2805,100.0,,40.6875,65.1,,,50.0,0.0,0.0,0.0,,,,,,19.4375,0.090670554,3110.0,,,,,,,,,,,41.873125,66.997,160.0,,,,,,,29225.0,85.205,0.941976162,,160.0
2806,100.0,,39.875,63.8,,,100.0,0.0,0.0,0.0,,,,,,18.625,0.086119701,2980.0,,,,,,,,,,,41.8725,66.996,160.0,,,,,,,29503.0,85.261,0.946744573,,160.0
2807,100.0,,39.0625,62.5,,,100.0,0.0,0.0,0.0,,,,,,17.8125,0.081687638,2850.0,,,,,,,,,,,41.871875,66.995,160.0,,,,,,,29766.0,85.316,0.887484946,,160.0
2808,100.0,,38.25,61.2,,,100.0,0.0,0.0,0.0,,,,,,17.0,0.077382646,2720.0,,,,,,,,,,,41.87125,66.994,160.0,,,,,,,30008.0,85.371,0.809721023,,160.0
2809,100.0,,37.4375,59.9,,,100.0,0.0,0.0,0.0,,,,,,16.1875,0.073161775,2590.0,,,,,,,,,,,41.87125,66.994,160.0,,,,,,,30242.0,85.426,0.776767391,,160.0
2810,100.0,,36.625,58.6,,,,0.0,,0.0,,,,,,15.375,0.068955851,2460.0,,,,,,,,,,,41.870625,66.993,160.0,,,,,,,30495.0,85.481,0.833104906,,160.0
2811,100.0,,35.8125,57.3,,,,0.0,,0.0,,,,,,14.5625,0.064855536,2330.0,,,,,,,,,,,41.87,66.992,160.0,,,,,,,30730.0,85.536,0.767664039,,160.0
2812,100.0,,35.0,56.0,,,,0.0,,0.0,,,,,,13.75,0.060791953,2200.0,,,,,,,,,,,41.87125,66.994,160.0,,,,,,,30974.0,85.59,0.790876675,,160.0
2813,100.0,,34.1875,54.7,,,,0.0,,0.0,,,,,,12.9375,0.056704561,2070.0,,,,,,,,,,,41.871875,66.995,160.0,,,,,,,31260.0,85.633,0.91911821,,160.0
2814,100.0,,33.375,53.4,,,,0.0,,0.0,,,,,,12.125,0.052708797,1940.0,,,,,,,,,,,41.873125,66.997,160.0,,,,,,,31530.0,85.666,0.860014856,,160.0
2815,100.0,,32.75,52.4,,,,0.0,,0.0,,,,,,11.4375,0.049331464,1830.0,,,,,,,,,,,41.87375,66.998,160.0,,,,,,,31786.0,85.687,0.808646772,,160.0
2816,100.0,,32.625,52.2,,,,0.0,,0.0,,,,,,11.3125,0.048454022,1810.0,,,,,,,,,,,41.875,67.0,160.0,,,,117.014356,0.0,0.0,32012.0,85.697,0.708489123,0.0,160.0
2817,100.0,,32.5,52.0,,,,0.0,,0.0,,,0.115518532,7205239.732,,11.125,0.047329097,1780.0,,,,,,,,,,,41.875,67.0,160.0,,,,,,,32230.0,85.697,0.678686332,,160.0
2818,100.0,,32.375,51.8,,,,0.0,,0.0,,,0.134897729,8733695.409,,10.9375,0.046187548,1750.0,,,,,,,,,,,41.875,67.0,160.0,,,,,,,32465.0,85.685,0.726489013,,160.0
2819,100.0,,32.375,51.8,,,,0.0,,0.0,,,0.139045931,9305816.749,,10.875,0.045572405,1740.0,,,,,,,,,,,41.875,67.0,160.0,,,,,,,32707.0,85.662,0.742653631,,160.0
2820,100.0,,32.3125,51.7,,,,0.0,,0.0,,,0.139140767,8955749.541,,10.8125,0.044956083,1730.0,,,,,,,,,,,41.875,67.0,160.0,,,,,,,32952.0,85.629,0.746283486,,160.0
2821,100.0,,32.3125,51.7,,,,0.0,,0.0,,,0.211170416,13527302.78,,10.8125,0.04463825,1730.0,,,,,,,,,,,41.875,67.0,160.0,,,,,,,33169.0,85.584,0.656374765,,160.0
2822,100.0,,32.3125,51.7,,,,,,,,,0.166049304,12803032.46,,10.8125,0.04431466,1730.0,,,,,,,,,,,41.875,67.0,160.0,,,,,,,33390.0,85.529,0.664074917,,160.0
2823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33610.0,85.462,0.656718778,,
2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,100.0,,55.77536694,34960.0,101012.0,342.0656959,59.82532751,2737.9175,64.95535714,3669.3336,6.08208439,3.064114742,6.382887327,700303841.2,0.537306142,47.11231653,0.837911628,2953000.0,656.0,2057892.12,2020.8,59.93,19.98888804,15.96060755,24.02162622,20.41627999,52.15035557,76.57,32.10753031,20125.0,62680.0,1018372.0,101.29,0.68602425,,,,1161377.0,32.954,-0.527290141,,65300.0
2826,100.0,,54.53095086,34180.0,102000.0,354.4127867,57.85876993,2538.6575,62.04690832,3667.8734,5.207966673,2.993496367,5.586050778,643779887.8,0.665225345,45.9157626,0.82239474,2878000.0,656.0,2667601.65,2707.5,67.78,19.24119037,15.24895933,23.4388164,18.56796117,53.161918,80.78,32.22718571,20200.0,62680.0,985259.0,100.06,0.68602425,62528.76496,0.66932635,426.8374331,1155337.0,33.014,-0.521429377,0.318665476,65300.0
2827,100.0,,46.20293555,28960.0,102227.0,626.7749847,54.10628019,2239.015,59.28270042,3570.6956,4.339573281,2.86056997,4.874298636,596486836.4,1.914739884,26.02105935,0.469918042,1631000.0,656.0,2356159.83,2505.0,55.26,17.57327545,13.07984072,22.29791192,24.36823105,99.32556714,69.28,32.46649649,20350.0,62680.0,940596.0,90.11,0.68602425,,,,1148181.0,33.081,-0.621312533,,65300.0
2828,100.0,,46.02744097,28850.0,103000.0,628.4319707,54.43645084,2272.615,58.51703407,3679.9126,4.460134121,2.679802237,4.775131239,680923264.8,2.643888158,26.14869177,0.476029075,1639000.0,656.0,2539100.0,2765.9,62.61,18.64131713,14.90790376,22.28196322,22.22718773,115.314216,75.65,32.70580728,20500.0,62680.0,918000.0,95.01,0.68602425,,,,1142134.0,33.172,-0.528050862,,65300.0
2829,100.0,,40.53924697,25410.0,105400.0,691.147541,55.08274232,2333.265,57.76031434,3699.8786,4.325748759,2.455701195,4.422853915,830688099.3,3.477432114,24.3299298,0.446531446,1525000.0,656.0,2625800.0,3037.0,64.36,18.7128478,15.56494335,21.85128024,20.42492443,124.5901639,76.88,32.94511806,20650.0,62680.0,864600.0,95.47,0.68602425,,,,1136002.0,33.263,-0.538336149,,65300.0
2830,99.99547624,,41.54913848,26043.0,107800.0,666.9141302,55.73770492,2380.19,55.82706767,3726.4006,3.783826901,2.457142687,4.172896884,944222553.4,3.681135002,25.78813019,0.478639059,1616400.0,656.0,2859400.0,3254.9,59.98,16.28423091,13.55013818,18.93926388,20.05236472,119.4011383,76.6,33.18442884,20800.0,62680.0,878500.0,101.28,0.523292916,,,,1126390.0,33.354,-0.849725232,,65300.0
2831,99.91117267,0.008107155,45.26164646,28370.0,110200.0,578.0225544,55.31914894,2340.9675,53.32136445,3727.0264,3.262188873,2.279939569,4.328519223,1129642990.0,3.420718816,30.41640077,0.573810063,1906500.0,656.0,2811100.0,2940.2,59.79,14.27112801,11.54498316,16.94077703,18.21839086,102.281668,78.26,33.42373963,20950.0,62680.0,956100.0,105.69,0.634971283,,,,1108561.0,33.365,-1.595505066,,65300.0
2832,99.8357727,,44.52297384,27907.0,113200.0,602.5122419,55.84725537,2337.4375,53.26086957,3692.6968,2.809244322,1.959375772,3.864244606,1166367173.0,4.473301628,29.97447352,0.574572565,1878800.0,656.0,1857800.0,1929.4,39.96,13.83249428,11.49577563,16.17678404,20.8207801,115.4992548,66.55,33.66305041,21100.0,62680.0,962900.0,106.09,0.567964263,,,,1088684.0,33.294,-1.809315051,,65300.0
2833,99.77115395,0.037093364,43.01052967,26959.0,114900.0,625.9533667,56.80190931,2382.5775,48.48966614,3805.162,3.00629701,2.016474403,3.475410668,1379664751.0,3.605112384,29.28525846,0.568069634,1835600.0,656.0,3017000.0,3007.1,57.55,11.32537275,8.626341706,13.99122082,18.42658814,119.3070386,78.67,33.9023612,21250.0,62680.0,1003300.0,110.08,0.477026165,,,,1073533.0,33.223,-1.401454894,,65300.0
2834,99.71877289,0.047902399,42.63422417,26721.0,117580.0,631.6411496,55.33498759,2231.5025,49.58263773,3726.639,1.905341884,1.502547073,3.283897121,1569622421.0,5.510149486,29.70083765,0.582040509,1861500.0,656.0,3421900.0,3348.2,65.15,8.064543293,5.920320999,10.2014854,15.38290998,90.94816009,80.11,34.14439569,21400.0,62675.0,1022000.0,102.34,0.437175907,,,,1060278.0,33.152,-1.242394054,,65300.0
2835,99.67945296,0.04834511,42.90386917,26890.0,,,,2158.3275,,3818.4826,2.036785626,1.70474687,2.536471055,948338893.5,6.181752766,32.76745114,0.649305894,2053700.0,656.0,3806600.0,3449.6,71.89,8.983879621,6.672320682,11.54087325,19.06413578,102.449238,81.75,34.38372557,21550.0,62675.0,1103500.0,96.4,0.441962505,,,,1048760.0,33.158,-1.092262397,,65300.0
2836,100.0,0.054106698,44.23294775,27723.0,,,,2111.4475,,3804.4468,2.344034374,1.714693303,3.023792715,1122694745.0,6.810743021,33.9433586,0.686860286,2127400.0,656.0,2796700.0,2763.5,56.13,8.830477485,6.495621979,11.44182683,20.71481081,103.9766852,72.61,34.62305544,21700.0,62675.0,1012000.0,97.1,0.48982848,,,,1029629.0,33.243,-1.840997073,,65300.0
2837,99.73511454,,44.76976099,28059.0,,,,2098.2475,,3853.3188,2.388253921,1.746733052,3.49019426,1519457868.0,7.712645902,34.87411048,0.721802177,2185700.0,656.0,3225900.0,3029.9,66.63,8.486111632,6.457045926,10.67323774,18.36728474,104.7719266,79.31,34.67785685,21734.0,62674.0,1064700.0,98.16,0.493027412,,,,1007121.0,33.259,-2.210277778,,65300.0
2838,100.0,,45.34894853,28422.0,,,,2046.72,,3953.268,2.181299288,1.700439064,3.97945679,1708279495.0,9.114292381,36.06758784,0.756583582,2260500.0,656.0,4656600.0,4015.3,87.13,8.796717764,6.338016648,11.41015244,20.16777589,107.0559611,91.86,34.73210582,21768.0,62674.0,1159700.0,98.88,0.507387433,,,,990028.0,33.136,-1.711781883,,65300.0
2839,100.0,0.055336515,46.13322696,28914.0,,,,1983.5,,3949.9304,2.511335554,1.878371887,3.544920865,1649218425.0,11.59021871,36.54567212,0.774422192,2290500.0,656.0,4474800.0,3687.8,80.95,8.422848807,6.086667684,10.81758826,23.56965466,109.6358874,87.76,34.78579976,21802.0,62675.0,1213400.0,97.88,0.518548065,,,,976451.0,33.014,-1.380865571,,65300.0
2840,100.0,,47.12529928,29524.0,,,,1934.6725,,4009.5006,2.68763534,2.072619706,3.423190601,1661399674.0,16.19127517,37.5131684,0.801468575,2350200.0,656.0,5123200.0,3975.2,91.1,9.166062709,6.724010821,11.67411014,22.36953698,111.7521913,95.06,34.85395052,21836.0,62650.0,1288800.0,100.95,0.544293695,,,,964514.0,32.892,-1.230022231,,65286.0
2841,100.0,,47.9792498,30059.0,,,,1966.6675,,4085.9376,2.94819045,2.262591441,3.42067512,1417374980.0,15.6024476,34.66719872,0.74766516,2171900.0,656.0,6066749.0,4564.6,108.63,9.06899795,6.601844237,11.59201536,21.23826497,122.582071,105.97,34.90822027,21870.0,62650.0,1329091.0,102.01,0.558659218,62585.34796,0.66932635,426.8374331,951939.0,32.77,-1.312339043,0.395143126,65286.0
2842,100.0,0.071092454,47.15526324,29539.0,,,,1918.5775,,3986.6738,3.027861586,2.558329617,3.108761353,1338238115.0,19.25949984,34.20708151,0.747080692,2142800.0,656.0,5120821.0,3859.8,100.28,7.975538239,5.509697402,10.50915885,25.12188316,131.8527161,98.97,34.96056959,21900.0,62642.0,1326697.0,97.05,0.553941445,,,,936019.0,32.634,-1.686518169,,65286.0
2843,100.0,,46.8590859,29353.0,,,,1844.4725,,4009.143,2.854239813,2.42221612,3.50751155,1675143214.0,22.74131274,33.58343577,0.743776612,2103700.0,656.0,5074188.0,4230.2,102.91,7.784027916,5.36882987,10.25905366,22.63945625,141.1089984,100.73,35.05691161,21960.0,62641.0,1199510.0,97.51,0.566721476,,,,918778.0,32.484,-1.859124916,,65286.0
